Date,Open,High,Low,Close,Adj Close,Volume
2024-04-03,362.0,362.3999938964844,359.0,359.8999938964844,355.2575378417969,4723000
2024-04-04,362.6099853515625,365.0,356.9100036621094,357.67999267578125,353.0661926269531,4381600
2024-04-05,357.67999267578125,359.3299865722656,356.0199890136719,357.8699951171875,353.2537536621094,3243400
2024-04-08,358.07000732421875,362.57000732421875,357.260009765625,362.04998779296875,357.37982177734375,4339600
2024-04-09,363.6300048828125,364.45001220703125,358.7300109863281,361.4200134277344,356.7579650878906,3022600
2024-04-10,351.8699951171875,353.989990234375,348.75,350.55999755859375,346.03802490234375,4805200
2024-04-11,351.0400085449219,351.9100036621094,345.7900085449219,347.3699951171875,342.8891906738281,4104700
2024-04-12,346.1199951171875,346.1199951171875,341.510009765625,342.8699951171875,338.4472351074219,3546900
2024-04-15,345.9200134277344,346.0799865722656,337.19000244140625,337.92999267578125,333.5709533691406,4209200
2024-04-16,336.82000732421875,338.1099853515625,332.9599914550781,334.8299865722656,330.51092529296875,4525500
2024-04-17,336.7799987792969,337.25,331.94000244140625,332.8299865722656,328.5367126464844,4273800
2024-04-18,335.6499938964844,336.95001220703125,331.3299865722656,332.8900146484375,328.5959777832031,3717300
2024-04-19,334.7099914550781,335.8699951171875,332.5799865722656,335.3599853515625,331.0340881347656,3076100
2024-04-22,338.2200012207031,339.45001220703125,333.7099914550781,336.1099853515625,331.7744140625,3112800
2024-04-23,338.0,340.19000244140625,336.2900085449219,339.0,334.6271667480469,3697400
2024-04-24,337.07000732421875,337.54998779296875,331.82000732421875,333.010009765625,328.7144470214844,4029200
2024-04-25,329.7200012207031,332.9100036621094,326.8999938964844,331.9800109863281,327.6977233886719,3787800
2024-04-26,331.0,335.8299865722656,330.989990234375,335.0899963378906,330.767578125,2465300
2024-04-29,335.0,337.3399963378906,334.1499938964844,336.79998779296875,332.45550537109375,2427400
2024-04-30,335.7200012207031,337.44000244140625,332.8599853515625,334.2200012207031,329.9088134765625,3089900
2024-05-01,333.010009765625,335.3900146484375,329.42999267578125,331.9700012207031,327.6878356933594,3267500
2024-05-02,335.5,336.0,330.9800109863281,335.5299987792969,331.2019348144531,3213600
2024-05-03,341.2799987792969,346.8800048828125,340.3699951171875,342.8500061035156,338.4275207519531,4165100
2024-05-06,346.0,346.3800048828125,340.44000244140625,342.2900085449219,337.8747253417969,3366100
2024-05-07,343.6000061035156,345.5400085449219,340.3800048828125,340.69000244140625,336.29534912109375,2930700
2024-05-08,338.7799987792969,340.44000244140625,337.6300048828125,338.8299865722656,334.4593200683594,3123200
2024-05-09,339.25,348.010009765625,338.8800048828125,347.44000244140625,342.9582824707031,3801400
2024-05-10,347.4599914550781,349.80999755859375,344.70001220703125,346.42999267578125,341.9613037109375,3413700
2024-05-13,348.05999755859375,348.7900085449219,340.3999938964844,340.9599914550781,336.5618591308594,4055600
2024-05-14,335.04998779296875,344.25,333.0,340.5,336.1077880859375,5854300
2024-05-15,345.17999267578125,350.44000244140625,344.69000244140625,348.6700134277344,344.17242431640625,4151100
2024-05-16,348.0,348.25,342.6700134277344,342.7300109863281,338.3090515136719,3101600
2024-05-17,344.760009765625,344.92999267578125,340.5899963378906,344.2099914550781,339.7699279785156,2739000
2024-05-20,341.1300048828125,342.54998779296875,337.5400085449219,337.82000732421875,333.4623718261719,3237400
2024-05-21,339.0,339.0,332.3299865722656,336.1499938964844,331.81390380859375,4275100
2024-05-22,334.6600036621094,335.25,328.92999267578125,330.5899963378906,326.32562255859375,4024400
2024-05-23,330.9800109863281,331.0,326.0,326.8900146484375,322.6733703613281,4021100
2024-05-24,326.3900146484375,327.5400085449219,324.4200134277344,325.1000061035156,320.9064636230469,2736200
2024-05-28,325.3900146484375,330.989990234375,324.4800109863281,328.70001220703125,324.46002197265625,3807500
2024-05-29,326.5299987792969,326.7900085449219,323.7699890136719,325.9100036621094,321.7060241699219,3506200
2024-05-30,326.260009765625,330.2200012207031,325.7099914550781,329.17999267578125,327.19268798828125,2921800
2024-05-31,330.04998779296875,335.1700134277344,328.010009765625,334.8699951171875,332.84832763671875,5557800
2024-06-03,333.6499938964844,333.6499938964844,326.8399963378906,328.010009765625,326.0297546386719,3712800
2024-06-04,326.8699951171875,329.7900085449219,325.1000061035156,328.260009765625,326.27825927734375,4296800
2024-06-05,328.5,330.4599914550781,325.9200134277344,330.260009765625,328.26617431640625,2422400
2024-06-06,329.79998779296875,331.8399963378906,328.05999755859375,331.1000061035156,329.1011047363281,2979400
2024-06-07,325.7300109863281,328.82000732421875,323.92999267578125,327.0299987792969,325.0556640625,2583800
2024-06-10,327.0,332.79998779296875,326.5,332.55999755859375,330.5522766113281,2691400
2024-06-11,333.0,336.30999755859375,330.32000732421875,335.7200012207031,333.6932067871094,3250900
2024-06-12,347.0299987792969,350.489990234375,343.05999755859375,344.1400146484375,342.0623779296875,4793000
2024-06-13,345.8999938964844,348.69000244140625,343.07000732421875,347.8800048828125,345.77978515625,3380800
2024-06-14,344.80999755859375,347.5,341.69000244140625,346.8399963378906,344.7460632324219,2589000
2024-06-17,344.8900146484375,350.69000244140625,344.3999938964844,349.5,347.3900146484375,2680200
2024-06-18,352.95001220703125,356.4100036621094,352.1099853515625,353.8699951171875,351.7336120605469,3655000
2024-06-20,352.0,354.9200134277344,349.5899963378906,353.44000244140625,351.30621337890625,3661200
2024-06-21,354.8399963378906,356.25,352.04998779296875,355.79998779296875,353.6519470214844,6596400
2024-06-24,356.8999938964844,357.69000244140625,350.7200012207031,350.8800048828125,348.7616882324219,4278900
2024-06-25,346.30999755859375,346.989990234375,334.5299987792969,338.32000732421875,336.2774963378906,4980500
2024-06-26,339.4599914550781,342.5899963378906,337.5299987792969,341.82000732421875,339.7563781738281,3365300
2024-06-27,342.8299865722656,344.760009765625,338.45001220703125,341.489990234375,339.4283447265625,2912600
2024-06-28,341.3500061035156,345.2799987792969,340.7099914550781,344.239990234375,342.1617431640625,6344000
2024-07-01,343.9200134277344,344.6499938964844,335.3900146484375,336.19000244140625,334.1603698730469,2643600
2024-07-02,335.0,336.8299865722656,332.5299987792969,334.9700012207031,332.9477233886719,2995900
2024-07-03,337.0,339.6400146484375,333.5400085449219,333.6400146484375,331.6257629394531,1733000
2024-07-05,332.7099914550781,335.9200134277344,331.6400146484375,334.5799865722656,332.56005859375,3437500
2024-07-08,335.8800048828125,340.760009765625,335.0,339.6000061035156,337.5497741699219,3534500
2024-07-09,338.95001220703125,339.260009765625,335.57000732421875,337.0899963378906,335.054931640625,2254300
2024-07-10,338.6400146484375,344.2900085449219,337.6199951171875,344.17999267578125,342.10211181640625,3263100
2024-07-11,350.7799987792969,354.1300048828125,345.0,353.7900085449219,351.65411376953125,4146900
2024-07-12,355.0,363.95001220703125,354.0899963378906,359.7699890136719,357.5979919433594,4019900
2024-07-15,359.1400146484375,361.17999267578125,355.0299987792969,358.4599914550781,356.2958984375,2884000
2024-07-16,360.05999755859375,369.4200134277344,359.5,369.1199951171875,366.89154052734375,3210400
2024-07-17,366.6400146484375,375.19000244140625,365.4200134277344,371.8900146484375,369.64483642578125,3991100
2024-07-18,369.8999938964844,375.739990234375,365.7799987792969,366.0799865722656,363.8699035644531,2395000
2024-07-19,366.42999267578125,367.6000061035156,361.95001220703125,363.3599853515625,361.16632080078125,2474500
2024-07-22,364.5,367.2799987792969,361.0799865722656,363.25,361.0570068359375,4049300
2024-07-23,365.42999267578125,365.42999267578125,359.3800048828125,359.6199951171875,357.44891357421875,2535700
2024-07-24,358.92999267578125,361.45001220703125,350.0,350.30999755859375,348.19512939453125,3508100
2024-07-25,350.20001220703125,358.8299865722656,349.3299865722656,353.2900085449219,351.1571350097656,3297600
2024-07-26,355.010009765625,361.6700134277344,355.010009765625,359.510009765625,357.339599609375,2439000
2024-07-29,359.2099914550781,362.8900146484375,358.95001220703125,361.6700134277344,359.4865417480469,2142100
2024-07-30,362.82000732421875,364.69000244140625,359.260009765625,363.69000244140625,361.4943542480469,2788800
2024-07-31,365.0,372.489990234375,363.0400085449219,368.1600036621094,365.9373474121094,3526100
2024-08-01,369.989990234375,371.4800109863281,353.75,358.5799865722656,356.4151611328125,3759000
2024-08-02,354.92999267578125,355.57000732421875,346.739990234375,355.42999267578125,353.2842102050781,3764600
2024-08-05,350.8800048828125,353.94000244140625,345.239990234375,350.010009765625,347.8969421386719,3827900
2024-08-06,348.75,358.6600036621094,347.2799987792969,353.9100036621094,351.77337646484375,2831100
2024-08-07,355.17999267578125,356.2699890136719,342.2799987792969,342.3999938964844,340.3328552246094,3429100
2024-08-08,342.239990234375,348.739990234375,341.3399963378906,348.3399963378906,346.23699951171875,3591100
2024-08-09,347.8900146484375,351.5299987792969,345.3999938964844,348.6400146484375,346.53521728515625,2314800
2024-08-12,350.7699890136719,351.5,342.1300048828125,345.80999755859375,343.7222900390625,3830200
2024-08-13,341.8699951171875,353.3900146484375,339.3699951171875,350.07000732421875,347.9565734863281,6388600
2024-08-14,349.54998779296875,359.69000244140625,349.3999938964844,355.6600036621094,353.5128173828125,4814800
2024-08-15,362.4599914550781,365.4100036621094,358.1400146484375,360.07000732421875,357.8962097167969,3575800
2024-08-16,359.9700012207031,363.70001220703125,359.9700012207031,362.05999755859375,359.8741760253906,3308300
2024-08-19,362.5,364.69000244140625,362.1000061035156,363.07000732421875,360.8780822753906,3634900
2024-08-20,360.6499938964844,367.6400146484375,360.5,367.2699890136719,365.0527038574219,3459400
2024-08-21,369.45001220703125,372.8699951171875,368.5199890136719,370.4599914550781,368.22344970703125,4587600
2024-08-22,371.5,372.4599914550781,364.6099853515625,365.3599853515625,363.15423583984375,4097300
2024-08-23,366.6600036621094,376.32000732421875,365.19000244140625,375.5899963378906,373.3224792480469,3426200
2024-08-26,377.0799865722656,378.5799865722656,373.3699951171875,374.1099853515625,371.8514099121094,2452100
2024-08-27,373.489990234375,374.2799987792969,371.0,373.17999267578125,370.9270324707031,1780300
2024-08-28,373.0,375.4100036621094,370.20001220703125,372.69000244140625,370.44000244140625,2218300
2024-08-29,372.6099853515625,373.32000732421875,366.92999267578125,367.05999755859375,367.05999755859375,2698400
2024-08-30,369.239990234375,370.4100036621094,364.8800048828125,368.5,368.5,3216700
2024-09-03,367.8999938964844,369.3800048828125,362.8999938964844,364.739990234375,364.739990234375,3598100
2024-09-04,364.1700134277344,365.92999267578125,360.010009765625,364.6700134277344,364.6700134277344,3221300
2024-09-05,364.8999938964844,365.1499938964844,357.5799865722656,361.8500061035156,361.8500061035156,2789200
2024-09-06,362.9200134277344,365.44000244140625,359.4200134277344,360.04998779296875,360.04998779296875,2228800
2024-09-09,362.760009765625,366.1600036621094,360.0299987792969,365.5199890136719,365.5199890136719,2747600
2024-09-10,365.70001220703125,371.55999755859375,362.4800109863281,370.8699951171875,370.8699951171875,2787400
2024-09-11,369.54998779296875,371.2099914550781,362.1400146484375,370.489990234375,370.489990234375,2937700
2024-09-12,371.94000244140625,374.989990234375,370.55999755859375,374.42999267578125,374.42999267578125,2368300
2024-09-13,375.55999755859375,382.0,375.510009765625,379.989990234375,379.989990234375,2514700
2024-09-16,382.0,384.0,379.5299987792969,382.010009765625,382.010009765625,2877800
2024-09-17,383.42999267578125,387.94000244140625,381.67999267578125,383.239990234375,383.239990234375,2947600
2024-09-18,384.0899963378906,392.6700134277344,381.07000732421875,384.010009765625,384.010009765625,3549400
2024-09-19,390.8399963378906,391.8699951171875,387.010009765625,390.3399963378906,390.3399963378906,3753500
2024-09-20,388.3299865722656,391.8299865722656,387.0,389.8599853515625,389.8599853515625,6584200
2024-09-23,390.8299865722656,392.6499938964844,387.260009765625,391.9599914550781,391.9599914550781,2502300
2024-09-24,394.70001220703125,401.1099853515625,393.6300048828125,400.6600036621094,400.6600036621094,4057700
2024-09-25,400.6600036621094,400.6600036621094,395.6199951171875,396.92999267578125,396.92999267578125,2787300
2024-09-26,399.5,400.0,395.489990234375,396.70001220703125,396.70001220703125,2849500
2024-09-27,399.6499938964844,403.5400085449219,398.30999755859375,399.5299987792969,399.5299987792969,2452300
2024-09-30,400.20001220703125,405.30999755859375,399.0199890136719,405.20001220703125,405.20001220703125,3442000
